id,timestamp,susceptible,exposed,carrier,infected,hospitalized,icu,dead,recovered
287f3ad6952943a8aae6c26676798030,194,1644,14,17,7,0,1,282,6237
287f3ad6952943a8aae6c26676798030,195,1642,14,17,3,3,1,282,6240
287f3ad6952943a8aae6c26676798030,196,1640,13,16,4,2,3,282,6242
287f3ad6952943a8aae6c26676798030,197,1639,13,12,6,0,2,282,6248
287f3ad6952943a8aae6c26676798030,198,1638,13,8,6,4,1,283,6249
287f3ad6952943a8aae6c26676798030,199,1638,12,7,5,1,1,283,6255
287f3ad6952943a8aae6c26676798030,200,1636,13,8,2,1,0,283,6259
287f3ad6952943a8aae6c26676798030,201,1634,13,9,1,0,0,283,6262
287f3ad6952943a8aae6c26676798030,202,1634,10,9,3,0,0,283,6263
287f3ad6952943a8aae6c26676798030,203,1634,7,11,2,2,0,283,6263
287f3ad6952943a8aae6c26676798030,204,1634,7,10,1,1,0,283,6266
287f3ad6952943a8aae6c26676798030,205,1633,8,7,3,0,1,283,6267
287f3ad6952943a8aae6c26676798030,206,1633,6,8,1,0,1,283,6270
287f3ad6952943a8aae6c26676798030,207,1630,6,9,2,1,1,283,6270
287f3ad6952943a8aae6c26676798030,208,1628,8,8,2,1,0,283,6272
287f3ad6952943a8aae6c26676798030,209,1628,8,7,1,1,0,283,6274
287f3ad6952943a8aae6c26676798030,210,1628,8,6,2,0,1,283,6274
287f3ad6952943a8aae6c26676798030,211,1627,9,4,3,0,0,284,6275
287f3ad6952943a8aae6c26676798030,212,1627,8,4,3,1,0,284,6275
287f3ad6952943a8aae6c26676798030,213,1627,7,3,4,0,1,284,6276
287f3ad6952943a8aae6c26676798030,214,1626,6,4,1,1,0,285,6279
287f3ad6952943a8aae6c26676798030,215,1626,5,4,2,0,1,285,6279
287f3ad6952943a8aae6c26676798030,216,1625,6,3,0,1,1,285,6281
287f3ad6952943a8aae6c26676798030,217,1625,5,2,2,1,0,285,6282
287f3ad6952943a8aae6c26676798030,218,1624,6,2,0,1,1,285,6283
287f3ad6952943a8aae6c26676798030,219,1624,6,2,0,0,2,285,6283
287f3ad6952943a8aae6c26676798030,220,1623,6,1,2,0,2,285,6283
287f3ad6952943a8aae6c26676798030,221,1623,5,2,0,1,1,285,6285
287f3ad6952943a8aae6c26676798030,222,1623,4,3,0,0,2,285,6285
287f3ad6952943a8aae6c26676798030,223,1623,4,1,2,0,1,286,6285
287f3ad6952943a8aae6c26676798030,224,1623,4,1,2,0,1,286,6285
287f3ad6952943a8aae6c26676798030,225,1623,2,3,0,1,1,286,6286
287f3ad6952943a8aae6c26676798030,226,1622,3,3,0,0,0,286,6288
287f3ad6952943a8aae6c26676798030,227,1622,2,3,1,0,0,286,6288
287f3ad6952943a8aae6c26676798030,228,1622,1,4,1,0,0,286,6288
287f3ad6952943a8aae6c26676798030,229,1622,1,3,1,1,0,286,6288
287f3ad6952943a8aae6c26676798030,230,1620,3,3,1,0,0,286,6289
287f3ad6952943a8aae6c26676798030,231,1620,2,4,1,0,0,286,6289
287f3ad6952943a8aae6c26676798030,232,1620,2,4,1,0,0,286,6289
287f3ad6952943a8aae6c26676798030,233,1619,3,3,1,1,0,286,6289
287f3ad6952943a8aae6c26676798030,234,1619,3,2,2,0,1,286,6289
287f3ad6952943a8aae6c26676798030,235,1619,3,2,2,0,0,286,6290
287f3ad6952943a8aae6c26676798030,236,1619,3,2,0,1,0,286,6291
287f3ad6952943a8aae6c26676798030,237,1619,2,2,1,0,0,286,6292
287f3ad6952943a8aae6c26676798030,238,1619,2,1,1,1,0,286,6292
