state,county,male life expectancy,female life expectancy
Indiana,Vigo,73.3,78.5
Indiana,Wabash,74.4,80.2
Indiana,Warren,74.3,80.7
Indiana,Warrick,77.1,80.4
Indiana,Washington,72.6,77.9
Indiana,Wayne,73.4,78.5
Indiana,Wells,76.2,81.8
Indiana,White,75.6,80.1
Indiana,Whitley,76.0,80.7
Iowa,Adair,76.3,81.5
Iowa,Adams,76.3,80.8
Iowa,Allamakee,77.2,81.2
Iowa,Appanoose,75.0,80.2
Iowa,Audubon,76.3,81.5
Iowa,Benton,77.6,81.9
Iowa,Black Hawk,76.7,80.7
Iowa,Boone,75.6,80.0
Iowa,Bremer,78.7,82.9
Iowa,Buchanan,76.9,80.8
Iowa,Buena Vista,76.2,81.4
Iowa,Butler,76.9,82.8
Iowa,Calhoun,77.3,81.0
Iowa,Carroll,76.2,81.9
Iowa,Cass,76.9,81.7
Iowa,Cedar,77.9,83.2
Iowa,Cerro Gordo,76.7,80.8
Iowa,Cherokee,76.4,81.5
Iowa,Chickasaw,76.9,82.8
Iowa,Clarke,75.2,80.7
Iowa,Clay,77.3,81.2
Iowa,Clayton,76.6,82.7
Iowa,Clinton,75.5,79.7
Iowa,Crawford,76.1,80.9
Iowa,Dallas,79.3,82.9
Iowa,Davis,76.3,80.5
Iowa,Decatur,75.2,80.7
Iowa,Delaware,78.9,82.4
Iowa,Des Moines,76.6,79.9
Iowa,Dickinson,78.2,83.7
Iowa,Dubuque,77.6,81.4
Iowa,Emmet,76.4,81.1
Iowa,Fayette,76.6,81.3
Iowa,Floyd,77.6,81.3
Iowa,Franklin,77.1,81.7
Iowa,Fremont,75.5,80.5
Iowa,Greene,76.6,81.8
Iowa,Grundy,77.4,81.8
Iowa,Guthrie,76.6,81.8
Iowa,Hamilton,76.9,82.5
Iowa,Hancock,77.1,81.7
Iowa,Hardin,76.2,81.2
Iowa,Harrison,74.3,79.8
Iowa,Henry,76.7,81.7
Iowa,Howard,77.8,82.4
Iowa,Humboldt,76.7,82.0
Iowa,Ida,75.5,79.7
Iowa,Iowa,77.6,82.3
Iowa,Jackson,76.1,81.3
Iowa,Jasper,75.6,81.3
Iowa,Jefferson,76.8,80.7
Iowa,Johnson,78.3,83.5
Iowa,Jones,77.6,82.1
Iowa,Keokuk,77.6,82.3
Iowa,Kossuth,78.4,81.9
Iowa,Lee,74.6,79.9
Iowa,Linn,78.2,82.1
Iowa,Louisa,76.7,81.8
Iowa,Lucas,75.0,80.2
Iowa,Lyon,77.0,81.5
Iowa,Madison,75.9,81.2
Iowa,Mahaska,76.5,81.0
Iowa,Marion,76.7,81.1
Iowa,Marshall,73.6,81.2
Iowa,Mills,75.2,80.1
Iowa,Mitchell,77.8,82.4
Iowa,Monona,75.5,79.7
Iowa,Monroe,76.3,80.5
Iowa,Montgomery,75.5,80.5
Iowa,Muscatine,76.5,81.0
Iowa,OBrien,76.4,81.5
Iowa,Osceola,77.0,81.5
Iowa,Page,75.2,80.2
Iowa,Palo Alto,76.4,81.1
Iowa,Plymouth,78.2,82.8
Iowa,Pocahontas,76.7,82.0
Iowa,Polk,76.4,81.1
Iowa,Pottawattamie,74.7,79.9
Iowa,Poweshiek,78.0,81.4
Iowa,Ringgold,76.3,80.8
Iowa,Sac,77.3,81.0
Iowa,Scott,75.8,80.8
Iowa,Shelby,76.9,81.7
Iowa,Sioux,78.0,83.5
Iowa,Story,79.0,82.7
Iowa,Tama,77.4,81.8
Iowa,Taylor,76.3,80.8
Iowa,Union,75.9,81.2
Iowa,Van Buren,76.8,80.7
Iowa,Wapello,74.3,79.0
Iowa,Warren,76.8,80.8
Iowa,Washington,76.7,81.8
Iowa,Wayne,76.3,80.5
Iowa,Webster,75.4,78.9
Iowa,Winnebago,76.7,82.1
Iowa,Winneshiek,78.6,83.7
Iowa,Woodbury,75.7,80.1
Iowa,Worth,76.7,82.1
Iowa,Wright,76.7,81.2
Kansas,Allen,74.5,78.5
Kansas,Anderson,75.0,82.1
Kansas,Atchison,74.9,79.3
Kansas,Barber,75.8,80.5
Kansas,Barton,74.9,79.9
Kansas,Bourbon,73.7,80.1
Kansas,Brown,75.7,81.5
Kansas,Butler,75.4,79.7
Kansas,Chase,76.0,80.6
Kansas,Chautauqua,72.4,78.1
Kansas,Cherokee,71.0,77.5
Kansas,Cheyenne,75.7,80.9
Kansas,Clark,75.2,79.7
Kansas,Clay,75.3,80.6
Kansas,Cloud,75.3,80.6
Kansas,Coffey,75.0,82.1
Kansas,Comanche,75.2,79.7
Kansas,Cowley,73.5,78.5
Kansas,Crawford,73.2,78.6
Kansas,Decatur,75.7,80.9
Kansas,Dickinson,76.9,80.9
Kansas,Doniphan,74.9,79.3
Kansas,Douglas,77.7,81.7
Kansas,Edwards,74.7,80.6
Kansas,Elk,72.4,78.1
Kansas,Ellis,76.5,80.8
Kansas,Ellsworth,74.8,80.4
Kansas,Finney,75.8,80.4
Kansas,Ford,75.2,79.7
Kansas,Franklin,74.3,79.7
Kansas,Geary,73.2,78.7
Kansas,Gove,76.7,80.9
Kansas,Graham,76.7,80.9
Kansas,Grant,75.8,80.3
Kansas,Gray,75.8,80.4
Kansas,Greeley,76.7,80.2
Kansas,Greenwood,76.0,80.6
Kansas,Hamilton,76.7,80.2
Kansas,Harper,75.8,80.5
Kansas,Harvey,77.3,81.3
Kansas,Haskell,75.8,80.4
Kansas,Hodgeman,76.8,81.7
Kansas,Jackson,75.5,81.0
Kansas,Jefferson,76.1,80.3
Kansas,Jewell,76.5,81.5
Kansas,Johnson,79.4,83.0
Kansas,Kearny,75.8,80.3
Kansas,Kingman,75.8,80.5
Kansas,Kiowa,75.2,79.7
Kansas,Labette,73.6,79.2
Kansas,Lane,76.7,80.2
Kansas,Leavenworth,75.7,80.5
Kansas,Lincoln,74.8,80.4
Kansas,Linn,74.5,78.5
Kansas,Logan,76.7,80.9
Kansas,Lyon,75.8,80.7
Kansas,Marion,76.9,80.9
Kansas,Marshall,76.6,81.3
Kansas,McPherson,76.1,81.0
Kansas,Meade,75.2,79.7
Kansas,Miami,75.8,80.4
Kansas,Mitchell,75.4,80.3
Kansas,Montgomery,72.4,78.1
Kansas,Morris,76.0,80.6
Kansas,Morton,75.8,80.3
Kansas,Nemaha,75.7,81.5
Kansas,Neosho,74.2,79.4
Kansas,Ness,76.8,81.7
Kansas,Norton,76.7,80.9
Kansas,Osage,75.0,80.7
Kansas,Osborne,76.5,81.5
Kansas,Ottawa,75.4,80.3
Kansas,Pawnee,76.8,81.7
Kansas,Phillips,76.7,80.9
Kansas,Pottawatomie,75.5,81.0
Kansas,Pratt,74.8,80.1
Kansas,Rawlins,75.7,80.9
Kansas,Reno,74.8,80.1
Kansas,Republic,76.6,81.3
Kansas,Rice,74.7,80.6
Kansas,Riley,78.3,82.3
Kansas,Rooks,76.5,81.5
Kansas,Rush,76.8,81.7
Kansas,Russell,74.8,80.4
Kansas,Saline,75.4,80.3
Kansas,Scott,76.7,80.2
Kansas,Sedgwick,75.4,79.8
Kansas,Seward,74.0,79.6
Kansas,Shawnee,74.7,80.4
Kansas,Sheridan,76.7,80.9
Kansas,Sherman,75.7,80.9
Kansas,Smith,76.5,81.5
Kansas,Stafford,74.7,80.6
Kansas,Stanton,76.7,80.2
Kansas,Stevens,75.8,80.3
Kansas,Sumner,73.9,79.2
Kansas,Thomas,75.7,80.9
Kansas,Trego,76.7,80.9
Kansas,Wabaunsee,75.0,80.7
Kansas,Wallace,76.7,80.2
Kansas,Washington,76.6,81.3
Kansas,Wichita,76.7,80.2
Kansas,Wilson,74.2,79.4
Kansas,Woodson,74.2,79.4
Kansas,Wyandotte,71.8,77.7
Kentucky,Adair,73.6,78.5
Kentucky,Allen,72.2,76.7
Kentucky,Anderson,74.9,78.7
Kentucky,Ballard,72.1,78.5
Kentucky,Barren,73.2,79.2
Kentucky,Bath,70.6,77.6
Kentucky,Bell,68.8,74.9
Kentucky,Boone,75.5,80.4
Kentucky,Bourbon,72.4,79.1
Kentucky,Boyd,72.8,77.2
Kentucky,Boyle,74.8,78.7
Kentucky,Bracken,72.0,76.6
Kentucky,Breathitt,67.5,75.3
Kentucky,Breckinridge,73.5,78.6
Kentucky,Bullitt,75.6,80.2
Kentucky,Butler,73.0,78.3
Kentucky,Caldwell,73.4,77.0
Kentucky,Calloway,73.9,79.6
Kentucky,Campbell,74.7,78.8
Kentucky,Carlisle,72.1,78.5
Kentucky,Carroll,73.1,77.6
Kentucky,Carter,70.9,77.5
Kentucky,Casey,71.0,76.5
Kentucky,Christian,72.2,77.7
Kentucky,Clark,73.4,77.6
Kentucky,Clay,68.7,74.1
Kentucky,Clinton,71.2,77.3
Kentucky,Crittenden,73.6,78.1
Kentucky,Cumberland,71.2,77.3
Kentucky,Daviess,74.3,78.9
Kentucky,Edmonson,73.0,78.3
Kentucky,Elliott,72.1,77.0
Kentucky,Estill,69.9,76.2
Kentucky,Fayette,76.1,80.0
Kentucky,Fleming,70.6,77.6
Kentucky,Floyd,66.6,76.2
Kentucky,Franklin,74.5,78.6
Kentucky,Fulton,72.4,77.9
Kentucky,Gallatin,72.7,77.1
Kentucky,Garrard,73.9,79.2
Kentucky,Grant,72.7,77.1
Kentucky,Graves,72.4,77.9
Kentucky,Grayson,72.0,77.3
Kentucky,Green,72.6,78.1
Kentucky,Greenup,72.8,78.3
Kentucky,Hancock,73.5,78.6
Kentucky,Hardin,74.0,78.6
Kentucky,Harlan,68.1,74.9
Kentucky,Harrison,71.7,77.4
Kentucky,Hart,73.0,79.0
Kentucky,Henderson,72.8,77.3
Kentucky,Henry,72.0,78.3
Kentucky,Hickman,72.4,77.9
Kentucky,Hopkins,72.4,77.2
Kentucky,Jackson,69.9,76.2
Kentucky,Jefferson,74.2,79.1
Kentucky,Jessamine,74.6,79.3
Kentucky,Johnson,69.6,75.5
Kentucky,Kenton,74.2,78.5
Kentucky,Knott,70.2,76.4
Kentucky,Knox,69.6,76.3
Kentucky,Larue,73.0,79.0
Kentucky,Laurel,71.5,77.2
Kentucky,Lawrence,72.1,77.0
Kentucky,Lee,68.5,76.7
Kentucky,Leslie,68.7,74.1
Kentucky,Letcher,68.9,76.4
Kentucky,Lewis,71.3,77.4
Kentucky,Lincoln,71.4,78.1
Kentucky,Livingston,73.1,77.8
Kentucky,Logan,73.0,77.2
Kentucky,Lyon,73.6,78.1
Kentucky,Madison,74.7,78.3
Kentucky,Magoffin,71.4,76.0
Kentucky,Marion,73.4,78.4
Kentucky,Marshall,73.1,77.8
Kentucky,Martin,69.6,75.5
Kentucky,Mason,72.9,77.9
Kentucky,McCracken,72.1,78.5
Kentucky,McCreary,71.9,75.9
Kentucky,McLean,71.7,77.3
Kentucky,Meade,74.4,79.5
Kentucky,Menifee,69.0,76.1
Kentucky,Mercer,73.4,77.8
Kentucky,Metcalfe,72.6,78.1
Kentucky,Monroe,72.2,76.7
Kentucky,Montgomery,72.8,78.7
Kentucky,Morgan,71.4,76.0
Kentucky,Muhlenberg,71.6,77.2
Kentucky,Nelson,74.3,78.9
Kentucky,Nicholas,71.7,77.4
Kentucky,Ohio,73.8,78.2
Kentucky,Oldham,76.9,81.1
Kentucky,Owen,73.1,77.6
Kentucky,Owsley,67.5,75.3
Kentucky,Pendleton,72.0,76.6
Kentucky,Perry,66.5,72.7
Kentucky,Pike,67.5,75.0
Kentucky,Powell,69.0,76.1
Kentucky,Pulaski,72.3,78.1
Kentucky,Robertson,72.0,76.6
Kentucky,Rockcastle,71.5,76.4
Kentucky,Rowan,72.3,78.2
Kentucky,Russell,72.8,77.8
Kentucky,Scott,76.2,78.5
Kentucky,Shelby,75.9,80.1
Kentucky,Simpson,73.3,78.5
Kentucky,Spencer,74.9,78.7
Kentucky,Taylor,72.2,79.9
Kentucky,Todd,73.0,77.2
Kentucky,Trigg,73.4,77.0
Kentucky,Trimble,72.0,78.3
Kentucky,Union,72.8,77.6
Kentucky,Warren,75.5,79.0
Kentucky,Washington,73.4,78.4
Kentucky,Wayne,74.0,78.9
Kentucky,Webster,71.7,77.3
Kentucky,Whitley,70.8,75.5
Kentucky,Wolfe,68.5,76.7
Kentucky,Woodford,75.0,81.0
Louisiana,Acadia,70.1,76.1
Louisiana,Allen,74.8,79.4
Louisiana,Ascension,74.2,80.0
Louisiana,Assumption,73.1,78.6
Louisiana,Avoyelles,70.3,77.2
Louisiana,Beauregard,72.7,77.0
Louisiana,Bienville,70.0,76.1
Louisiana,Bossier,74.4,79.9
Louisiana,Caddo,71.5,76.8
Louisiana,Calcasieu,71.6,77.3
Louisiana,Caldwell,70.3,76.1
Louisiana,Cameron,70.1,78.4
Louisiana,Catahoula,70.3,76.1
Louisiana,Claiborne,72.9,76.8
Louisiana,Concordia,69.9,76.7
Louisiana,De Soto,71.0,77.4
Louisiana,East Baton Rouge,73.3,78.7
Louisiana,East Carroll,70.4,75.8
Louisiana,East Feliciana,70.7,77.5
Louisiana,Evangeline,70.3,76.5
Louisiana,Franklin,70.6,76.5
Louisiana,Grant,72.1,77.4
Louisiana,Iberia,71.9,76.9
Louisiana,Iberville,72.8,78.3
Louisiana,Jackson,71.9,76.7
Louisiana,Jefferson,73.9,79.7
Louisiana,Jefferson Davis,70.1,78.4
Louisiana,La Salle,73.1,77.6
Louisiana,Lafayette,74.1,79.3
Louisiana,Lafourche,73.6,79.7
Louisiana,Lincoln,73.3,78.5
Louisiana,Livingston,72.4,78.6
Louisiana,Madison,69.3,75.9
Louisiana,Morehouse,69.8,76.1
Louisiana,Natchitoches,72.4,77.5
Louisiana,Orleans,71.7,79.2
Louisiana,Ouachita,71.6,78.1
Louisiana,Plaquemines,73.9,79.6
Louisiana,Pointe Coupee,73.6,79.4
Louisiana,Rapides,71.7,78.1
Louisiana,Red River,70.0,76.1
Louisiana,Richland,69.3,75.9
Louisiana,Sabine,73.2,77.0
Louisiana,St. Bernard,70.5,75.1
Louisiana,St. Charles,74.6,78.5
Louisiana,St. Helena,70.7,77.5
Louisiana,St. James,73.2,78.8
Louisiana,St. John the Baptist,71.4,76.6
Louisiana,St. Landry,70.3,75.6
Louisiana,St. Martin,72.5,77.9
Louisiana,St. Mary,72.3,77.9
Louisiana,St. Tammany,75.0,80.2
Louisiana,Tangipahoa,70.8,76.8
Louisiana,Tensas,69.9,76.7
Louisiana,Terrebonne,72.4,77.1
Louisiana,Union,72.9,77.1
Louisiana,Vermilion,73.0,78.7
Louisiana,Vernon,73.6,78.5
Louisiana,Washington,69.7,76.2
Louisiana,Webster,70.3,76.4
Louisiana,West Baton Rouge,73.9,79.8
Louisiana,West Carroll,70.4,75.8
Louisiana,West Feliciana,73.9,79.8
Louisiana,Winn,71.6,75.2
Maine,Androscoggin,75.6,80.2
Maine,Aroostook,75.6,81.0
Maine,Cumberland,77.8,82.1
Maine,Franklin,76.4,80.0
Maine,Hancock,77.0,81.9
Maine,Kennebec,75.9,79.1
Maine,Knox,77.1,81.7
Maine,Lincoln,77.2,81.7
Maine,Oxford,76.0,80.2
Maine,Penobscot,75.5,80.1
Maine,Piscataquis,74.6,80.1
Maine,Sagadahoc,77.7,81.2
Maine,Somerset,74.7,79.5
Maine,Waldo,76.6,80.4
Maine,Washington,73.7,79.8
Maine,York,77.4,81.9
Maryland,Allegany,75.1,78.8
Maryland,Anne Arundel,76.8,81.1
Maryland,Baltimore,75.9,80.8
Maryland,Baltimore City,68.9,76.0
Maryland,Calvert,76.5,81.0
Maryland,Caroline,74.3,78.9
Maryland,Carroll,76.7,81.7
Maryland,Cecil,73.5,78.7
Maryland,Charles,75.6,80.2
Maryland,Dorchester,74.3,79.2
Maryland,Frederick,78.2,82.2
Maryland,Garrett,75.4,80.7
Maryland,Harford,76.7,81.3
Maryland,Howard,80.4,83.0
Maryland,Kent,74.7,81.3
Maryland,Montgomery,81.6,84.9
Maryland,Prince Georges,74.8,79.8
Maryland,Queen Annes,77.7,81.7
Maryland,Somerset,74.0,78.1
Maryland,St. Marys,76.0,80.6
Maryland,Talbot,77.1,81.7
Maryland,Washington,75.9,79.5
Maryland,Wicomico,73.7,79.1
Maryland,Worcester,76.3,81.4
Massachusetts,Barnstable,77.6,83.1
Massachusetts,Berkshire,77.4,82.2
Massachusetts,Bristol,76.2,81.7
Massachusetts,Dukes,79.3,82.7
Massachusetts,Essex,78.2,82.6
Massachusetts,Franklin,77.7,82.5
Massachusetts,Hampden,75.8,81.0
Massachusetts,Hampshire,77.7,82.4
Massachusetts,Middlesex,79.3,83.2
Massachusetts,Nantucket,77.6,83.1
Massachusetts,Norfolk,79.1,83.2
Massachusetts,Plymouth,76.9,81.4
Massachusetts,Suffolk,76.4,82.1
Massachusetts,Worcester,77.4,81.7
Michigan,Alcona,73.8,79.6
Michigan,Alger,76.0,80.9
Michigan,Allegan,77.1,80.6
Michigan,Alpena,75.4,80.4
Michigan,Antrim,77.0,81.8
Michigan,Arenac,74.1,78.4
Michigan,Baraga,75.9,80.7
Michigan,Barry,77.5,80.9
Michigan,Bay,75.1,80.0
Michigan,Benzie,76.5,81.3
Michigan,Berrien,75.0,79.9
Michigan,Branch,75.0,79.6
Michigan,Calhoun,73.0,78.4
Michigan,Cass,74.6,80.4
Michigan,Charlevoix,76.7,81.1
Michigan,Cheboygan,76.4,80.3
Michigan,Chippewa,77.4,80.1
Michigan,Clare,73.4,78.8
Michigan,Clinton,78.5,82.6
Michigan,Crawford,75.1,79.1
Michigan,Delta,76.5,81.8
Michigan,Dickinson,77.1,81.5
Michigan,Eaton,77.5,81.0
Michigan,Emmet,78.3,81.0
Michigan,Genesee,73.2,78.4
Michigan,Gladwin,74.3,79.5
Michigan,Gogebic,75.2,79.4
Michigan,Grand Traverse,77.2,81.8
Michigan,Gratiot,75.1,79.1
Michigan,Hillsdale,74.7,80.4
Michigan,Houghton,75.6,79.9
Michigan,Huron,75.1,80.6
Michigan,Ingham,76.7,80.2
Michigan,Ionia,75.3,79.3
Michigan,Iosco,75.1,79.9
Michigan,Iron,75.9,80.7
Michigan,Isabella,75.8,80.9
Michigan,Jackson,75.5,80.4
Michigan,Kalamazoo,75.6,79.9
Michigan,Kalkaska,75.2,79.9
Michigan,Kent,77.5,81.7
Michigan,Keweenaw,75.6,79.9
Michigan,Lake,75.4,80.4
Michigan,Lapeer,75.4,80.0
Michigan,Leelanau,80.4,83.3
Michigan,Lenawee,76.2,80.2
Michigan,Livingston,77.9,81.7
Michigan,Luce,75.5,81.0
Michigan,Mackinac,75.5,81.0
Michigan,Macomb,75.7,80.6
Michigan,Manistee,76.7,81.0
Michigan,Marquette,76.6,81.5
Michigan,Mason,76.2,80.4
Michigan,Mecosta,76.4,81.4
Michigan,Menominee,77.5,81.7
Michigan,Midland,77.6,82.3
Michigan,Missaukee,75.9,79.3
Michigan,Monroe,75.9,80.2
Michigan,Montcalm,75.6,79.8
Michigan,Montmorency,75.0,79.6
Michigan,Muskegon,74.6,79.9
Michigan,Newaygo,75.2,79.9
Michigan,Oakland,77.6,81.4
Michigan,Oceana,75.5,80.4
Michigan,Ogemaw,74.5,79.6
Michigan,Ontonagon,75.2,79.4
Michigan,Osceola,75.4,80.4
Michigan,Oscoda,73.8,79.6
Michigan,Otsego,75.5,81.0
Michigan,Ottawa,79.8,82.8
Michigan,Presque Isle,75.0,79.6
Michigan,Roscommon,74.9,79.9
Michigan,Saginaw,74.7,79.7
Michigan,Sanilac,75.2,80.3
Michigan,Schoolcraft,76.0,80.9
Michigan,Shiawassee,74.0,79.4
Michigan,St. Clair,74.2,79.2
Michigan,St. Joseph,74.0,79.0
Michigan,Tuscola,74.3,79.6
Michigan,Van Buren,73.9,79.2
Michigan,Washtenaw,79.0,81.9
Michigan,Wayne,72.2,78.0
Michigan,Wexford,75.9,79.2
Minnesota,Aitkin,77.6,82.6
Minnesota,Anoka,78.3,82.9
Minnesota,Becker,76.5,80.8
Minnesota,Beltrami,75.8,81.3
Minnesota,Benton,77.0,82.0
Minnesota,Big Stone,77.6,82.3
Minnesota,Blue Earth,78.0,83.1
Minnesota,Brown,77.6,83.9
Minnesota,Carlton,76.4,80.3
Minnesota,Carver,79.7,83.0
Minnesota,Cass,76.8,80.9
Minnesota,Chippewa,78.4,82.3
Minnesota,Chisago,77.8,81.8
Minnesota,Clay,78.3,81.7
Minnesota,Clearwater,76.2,81.4
Minnesota,Cook,77.2,82.4
Minnesota,Cottonwood,76.5,82.5
Minnesota,Crow Wing,77.9,81.9
Minnesota,Dakota,79.5,83.2
Minnesota,Dodge,77.3,82.0
Minnesota,Douglas,79.0,82.3
Minnesota,Faribault,76.8,83.6
Minnesota,Fillmore,78.0,82.9
Minnesota,Freeborn,77.7,81.9
Minnesota,Goodhue,77.7,82.0
Minnesota,Grant,78.0,82.9
Minnesota,Hennepin,78.6,82.6
Minnesota,Houston,78.1,83.1
Minnesota,Hubbard,77.5,81.8
Minnesota,Isanti,77.9,82.7
Minnesota,Itasca,76.7,82.3
Minnesota,Jackson,78.2,82.6
Minnesota,Kanabec,76.3,80.4
Minnesota,Kandiyohi,78.8,83.2
Minnesota,Kittson,76.9,83.0
Minnesota,Koochiching,76.4,81.5
Minnesota,Lac qui Parle,77.6,82.3
Minnesota,Lake,77.2,82.4
Minnesota,Lake of the Woods,76.4,81.5
Minnesota,Le Sueur,78.1,83.0
Minnesota,Lincoln,77.0,82.2
Minnesota,Lyon,77.2,81.6
Minnesota,Mahnomen,76.2,81.4
Minnesota,Marshall,76.9,83.0
Minnesota,Martin,77.5,82.8
Minnesota,McLeod,77.6,82.5
Minnesota,Meeker,77.7,82.2
Minnesota,Mille Lacs,75.5,80.0
Minnesota,Morrison,77.2,82.2
Minnesota,Mower,77.3,83.0
Minnesota,Murray,77.0,82.5
Minnesota,Nicollet,78.5,83.2
Minnesota,Nobles,78.2,82.6
Minnesota,Norman,76.5,80.8
Minnesota,Olmsted,79.5,83.6
Minnesota,Otter Tail,78.0,82.9
Minnesota,Pennington,76.2,81.4
Minnesota,Pine,76.4,80.7
Minnesota,Pipestone,77.0,82.2
Minnesota,Polk,75.9,81.2
Minnesota,Pope,78.0,83.0
Minnesota,Ramsey,77.4,82.2
Minnesota,Red Lake,75.9,81.2
Minnesota,Redwood,77.2,82.5
Minnesota,Renville,76.4,80.9
Minnesota,Rice,79.2,81.9
Minnesota,Rock,77.0,82.5
Minnesota,Roseau,77.3,82.2
Minnesota,Scott,79.5,83.3
Minnesota,Sherburne,78.8,81.9
Minnesota,Sibley,77.1,82.9
Minnesota,St. Louis,76.4,81.0
Minnesota,Stearns,79.7,84.1
Minnesota,Steele,78.4,83.2
Minnesota,Stevens,78.0,83.0
Minnesota,Swift,78.4,82.3
Minnesota,Todd,77.8,82.8
Minnesota,Traverse,77.6,82.3
Minnesota,Wabasha,78.9,82.9
Minnesota,Wadena,77.5,81.8
Minnesota,Waseca,79.4,82.9
Minnesota,Washington,79.5,82.9
Minnesota,Watonwan,76.5,82.5
Minnesota,Wilkin,78.0,82.9
Minnesota,Winona,77.8,81.6
Minnesota,Wright,78.6,81.8
Minnesota,Yellow Medicine,77.2,82.5
Mississippi,Adams,71.1,76.4
Mississippi,Alcorn,70.7,77.5
Mississippi,Amite,70.9,75.7
Mississippi,Attala,69.0,76.2
Mississippi,Benton,72.4,76.1
Mississippi,Bolivar,65.0,74.3
Mississippi,Calhoun,70.2,77.2
Mississippi,Carroll,71.5,77.8
Mississippi,Chickasaw,70.6,78.4
Mississippi,Choctaw,70.3,76.7
Mississippi,Claiborne,69.5,76.1
Mississippi,Clarke,71.8,76.8
Mississippi,Clay,71.5,78.0
Mississippi,Coahoma,66.9,74.6
Mississippi,Copiah,70.1,76.4
Mississippi,Covington,70.7,77.8
Mississippi,DeSoto,74.3,79.5
Mississippi,Forrest,71.2,76.8
Mississippi,Franklin,71.1,76.4
Mississippi,George,71.0,77.0
Mississippi,Greene,71.2,76.6
Mississippi,Grenada,70.5,77.5
Mississippi,Hancock,73.6,79.2
Mississippi,Harrison,72.8,77.9
Mississippi,Hinds,72.1,78.4
Mississippi,Holmes,67.9,74.6
Mississippi,Humphreys,67.9,75.8
Mississippi,Issaquena,72.2,76.8
Mississippi,Itawamba,71.3,77.2
Mississippi,Jackson,72.5,77.3
Mississippi,Jasper,72.4,77.1
Mississippi,Jefferson,69.5,76.1
Mississippi,Jefferson Davis,70.7,75.0
Mississippi,Jones,72.8,77.6
Mississippi,Kemper,71.3,76.8
Mississippi,Lafayette,72.9,79.6
Mississippi,Lamar,74.7,80.5
Mississippi,Lauderdale,71.9,77.8
Mississippi,Lawrence,70.7,75.0
Mississippi,Leake,69.7,76.3
Mississippi,Lee,71.2,77.1
Mississippi,Leflore,68.7,75.2
Mississippi,Lincoln,70.8,78.0
Mississippi,Lowndes,73.3,78.7
Mississippi,Madison,72.3,76.8
Mississippi,Marion,68.9,75.4
Mississippi,Marshall,70.3,76.4
Mississippi,Monroe,71.8,78.9
Mississippi,Montgomery,71.5,77.8
Mississippi,Neshoba,70.5,75.7
Mississippi,Newton,71.0,77.7
Mississippi,Noxubee,71.3,76.8
Mississippi,Oktibbeha,74.4,79.0
Mississippi,Panola,69.1,75.5
Mississippi,Pearl River,71.2,77.3
Mississippi,Perry,71.2,76.6
Mississippi,Pike,68.8,75.0
Mississippi,Pontotoc,73.5,79.4
Mississippi,Prentiss,71.7,77.8
Mississippi,Quitman,66.7,73.4
Mississippi,Rankin,74.6,80.0
Mississippi,Scott,69.0,76.7
Mississippi,Sharkey,67.9,75.8
Mississippi,Simpson,69.9,77.6
Mississippi,Smith,70.9,78.5
Mississippi,Stone,71.0,77.0
Mississippi,Sunflower,66.9,73.9
Mississippi,Tallahatchie,70.3,75.6
Mississippi,Tate,71.4,77.6
Mississippi,Tippah,72.4,76.1
Mississippi,Tishomingo,70.6,78.0
Mississippi,Tunica,66.7,73.4
Mississippi,Union,73.4,78.4
Mississippi,Walthall,69.7,76.7
Mississippi,Warren,71.4,76.7
Mississippi,Washington,67.1,74.1
Mississippi,Wayne,70.9,77.0
Mississippi,Webster,70.3,76.7
Mississippi,Wilkinson,70.9,75.7
Mississippi,Winston,70.9,77.7
Mississippi,Yalobusha,70.3,75.6
Mississippi,Yazoo,72.2,76.8
Missouri,Adair,74.7,80.5
Missouri,Andrew,76.5,80.3
Missouri,Atchison,76.2,80.2
Missouri,Audrain,73.7,79.2
Missouri,Barry,73.9,78.5
Missouri,Barton,74.5,79.2
Missouri,Bates,75.0,80.3
Missouri,Benton,73.8,79.0
Missouri,Bollinger,70.8,78.4
Missouri,Boone,76.9,81.3
Missouri,Buchanan,73.7,78.7
Missouri,Butler,71.2,76.0
Missouri,Caldwell,75.0,79.6
Missouri,Callaway,75.0,79.4
Missouri,Camden,75.8,81.1
Missouri,Cape Girardeau,75.7,80.1
Missouri,Carroll,75.0,79.6
Missouri,Carter,70.2,77.9
Missouri,Cass,75.6,79.3
Missouri,Cedar,74.5,79.2
Missouri,Chariton,75.5,80.5
Missouri,Christian,77.4,80.8
Missouri,Clark,74.9,79.4
Missouri,Clay,76.7,80.2
Missouri,Clinton,75.2,78.8
Missouri,Cole,75.8,80.6
Missouri,Cooper,75.0,79.3
Missouri,Crawford,72.9,78.4
Missouri,Dade,73.7,78.2
Missouri,Dallas,74.0,78.3
Missouri,Daviess,75.6,79.7
Missouri,DeKalb,76.5,80.3
Missouri,Dent,71.9,78.8
Missouri,Douglas,74.2,79.5
Missouri,Dunklin,69.0,75.4
Missouri,Franklin,73.2,79.8
Missouri,Gasconade,74.0,80.0
Missouri,Gentry,75.6,79.7
Missouri,Greene,75.0,79.5
Missouri,Grundy,74.3,79.7
Missouri,Harrison,75.6,79.7
Missouri,Henry,73.3,78.8
Missouri,Hickory,73.4,80.0
Missouri,Holt,76.2,80.2
Missouri,Howard,75.5,80.5
Missouri,Howell,73.5,78.0
