state,county,male life expectancy,female life expectancy
Wisconsin,Brown,78.5,82.8
Wisconsin,Buffalo,78.7,81.3
Wisconsin,Burnett,77.4,81.9
Wisconsin,Calumet,79.0,82.7
Wisconsin,Chippewa,77.9,81.8
Wisconsin,Clark,76.5,81.4
Wisconsin,Columbia,77.1,81.5
Wisconsin,Crawford,77.0,81.0
Wisconsin,Dane,79.2,83.2
Wisconsin,Dodge,76.3,80.9
Wisconsin,Door,78.1,82.8
Wisconsin,Douglas,75.9,80.7
Wisconsin,Dunn,77.8,82.6
Wisconsin,Eau Claire,78.3,82.6
Wisconsin,Florence,76.1,80.4
Wisconsin,Fond du Lac,77.6,82.1
Wisconsin,Forest,76.1,80.4
Wisconsin,Grant,77.3,80.4
Wisconsin,Green,77.2,81.5
Wisconsin,Green Lake,77.1,81.5
Wisconsin,Iowa,77.2,81.5
Wisconsin,Iron,77.2,81.0
Wisconsin,Jackson,77.0,81.8
Wisconsin,Jefferson,77.0,81.6
Wisconsin,Juneau,76.5,79.9
Wisconsin,Kenosha,75.5,80.6
Wisconsin,Kewaunee,78.8,82.3
Wisconsin,La Crosse,77.7,82.2
Wisconsin,Lafayette,77.7,81.3
Wisconsin,Langlade,75.0,81.3
Wisconsin,Lincoln,76.4,81.7
Wisconsin,Manitowoc,77.4,81.7
Wisconsin,Marathon,77.4,82.6
Wisconsin,Marinette,76.7,82.3
Wisconsin,Marquette,75.2,81.0
Wisconsin,Menominee,75.0,81.3
Wisconsin,Milwaukee,74.2,79.6
Wisconsin,Monroe,75.5,81.2
Wisconsin,Oconto,77.1,80.7
Wisconsin,Oneida,76.5,81.2
Wisconsin,Outagamie,77.9,82.6
Wisconsin,Ozaukee,79.1,83.2
Wisconsin,Pepin,78.7,81.3
Wisconsin,Pierce,77.9,83.3
Wisconsin,Polk,77.4,81.4
Wisconsin,Portage,78.3,82.8
Wisconsin,Price,77.2,81.0
Wisconsin,Racine,76.5,80.8
Wisconsin,Richland,78.2,81.6
Wisconsin,Rock,76.2,80.7
Wisconsin,Rusk,76.3,80.7
Wisconsin,Sauk,76.7,81.8
Wisconsin,Sawyer,75.7,80.5
Wisconsin,Shawano,76.9,82.0
Wisconsin,Sheboygan,77.5,82.4
Wisconsin,St. Croix,78.3,82.4
Wisconsin,Taylor,76.5,81.7
Wisconsin,Trempealeau,76.6,81.8
Wisconsin,Vernon,77.0,81.4
Wisconsin,Vilas,77.3,81.8
Wisconsin,Walworth,77.8,81.3
Wisconsin,Washburn,75.3,81.5
Wisconsin,Washington,78.9,82.1
Wisconsin,Waukesha,79.0,82.8
Wisconsin,Waupaca,74.4,80.7
Wisconsin,Waushara,76.3,81.7
Wisconsin,Winnebago,77.0,81.8
Wisconsin,Wood,77.3,82.3
Wyoming,Albany,77.7,81.7
Wyoming,Big Horn,75.9,79.3
Wyoming,Campbell,74.5,78.8
Wyoming,Carbon,75.9,79.8
Wyoming,Converse,77.9,80.7
Wyoming,Crook,74.5,78.8
Wyoming,Fremont,72.8,78.4
Wyoming,Goshen,76.9,80.7
Wyoming,Hot Springs,78.2,81.2
Wyoming,Johnson,75.8,80.7
Wyoming,Laramie,75.0,80.2
Wyoming,Lincoln,77.9,82.1
Wyoming,Natrona,75.0,79.0
Wyoming,Niobrara,76.9,80.7
Wyoming,Park,78.2,81.2
Wyoming,Platte,77.9,80.7
Wyoming,Sheridan,75.8,80.7
Wyoming,Sublette,77.9,82.1
Wyoming,Sweetwater,75.5,81.3
Wyoming,Teton,80.9,83.3
Wyoming,Uinta,74.8,79.9
Wyoming,Washakie,75.9,79.3
Wyoming,Weston,74.5,78.8
